filename,bib_numbers,notes
_5D_1106.JPG,none,no numeric text met the confidence/length threshold
_5D_1107.JPG,none,no numeric text met the confidence/length threshold
_5D_1109.JPG,000,
_5D_1111.JPG,none,no numeric text met the confidence/length threshold
_5D_1116.JPG,none,no numeric text met the confidence/length threshold
_5D_1117.JPG,0000,
_5D_1119.JPG,none,no numeric text met the confidence/length threshold
_5D_1122.JPG,none,no numeric text met the confidence/length threshold
_5D_1124.JPG,none,no numeric text met the confidence/length threshold
_5D_1125.JPG,none,no numeric text met the confidence/length threshold
_5D_1126.JPG,none,no numeric text met the confidence/length threshold
_5D_1128.JPG,0088,
_5D_1130.JPG,none,no numeric text met the confidence/length threshold
_5D_1131.JPG,none,no numeric text met the confidence/length threshold
_5D_1132.JPG,none,no numeric text met the confidence/length threshold
_5D_1134.JPG,000,
_5D_1136.JPG,none,no numeric text met the confidence/length threshold
_5D_1137.JPG,00880,
_5D_1139.JPG,none,no numeric text met the confidence/length threshold
_5D_1141.JPG,71,
_5D_1143.JPG,none,no numeric text met the confidence/length threshold
_5D_1145.JPG,none,no numeric text met the confidence/length threshold
_5D_1146.JPG,00,
_5D_1147.JPG,none,no numeric text met the confidence/length threshold
_5D_1150.JPG,none,no numeric text met the confidence/length threshold
_5D_1158.JPG,none,no numeric text met the confidence/length threshold
_5D_1159.JPG,none,no numeric text met the confidence/length threshold
_5D_1162.JPG,none,no numeric text met the confidence/length threshold
_5D_1165.JPG,none,no numeric text met the confidence/length threshold
_5D_1166.JPG,none,no numeric text met the confidence/length threshold
_5D_1169.JPG,none,no numeric text met the confidence/length threshold
_5D_1173.JPG,none,no numeric text met the confidence/length threshold
_5D_1174.JPG,none,no numeric text met the confidence/length threshold
_5D_1175.JPG,none,no numeric text met the confidence/length threshold
_5D_1176.JPG,none,no numeric text met the confidence/length threshold
_5D_1177.JPG,794,
_5D_1178.JPG,none,no numeric text met the confidence/length threshold
_5D_1180.JPG,none,no numeric text met the confidence/length threshold
_5D_1183.JPG,none,no numeric text met the confidence/length threshold
_5D_1184.JPG,84;216,
_5D_1185.JPG,none,no numeric text met the confidence/length threshold
_5D_1186.JPG,none,no numeric text met the confidence/length threshold
_5D_1187.JPG,70,
_5D_1189.JPG,none,no numeric text met the confidence/length threshold
_5D_1190.JPG,none,no numeric text met the confidence/length threshold
_5D_1194.JPG,00000,
_5D_1199.JPG,none,no numeric text met the confidence/length threshold
_5D_1201.JPG,none,no numeric text met the confidence/length threshold
_5D_1206.JPG,none,no numeric text met the confidence/length threshold
_5D_1210.JPG,none,no numeric text met the confidence/length threshold
_5D_1211.JPG,none,no numeric text met the confidence/length threshold
_5D_1212.JPG,none,no numeric text met the confidence/length threshold
_5D_1213.JPG,none,no numeric text met the confidence/length threshold
_5D_1214.JPG,none,no numeric text met the confidence/length threshold
_5D_1216.JPG,none,no numeric text met the confidence/length threshold
_5D_1218.JPG,05,
_5D_1223.JPG,none,no numeric text met the confidence/length threshold
_5D_1230.JPG,none,no numeric text met the confidence/length threshold
_5D_1231.JPG,none,no numeric text met the confidence/length threshold
_5D_1233.JPG,05,
_5D_1235.JPG,none,no numeric text met the confidence/length threshold
_5D_1238.JPG,none,no numeric text met the confidence/length threshold
_5D_1239.JPG,none,no numeric text met the confidence/length threshold
_5D_1240.JPG,none,no numeric text met the confidence/length threshold
_5D_1241.JPG,70000,
_5D_1243.JPG,none,no numeric text met the confidence/length threshold
_5D_1244.JPG,none,no numeric text met the confidence/length threshold
_5D_1245.JPG,none,no numeric text met the confidence/length threshold
_5D_1251.JPG,02,
_5D_1256.JPG,23,
_5D_1257.JPG,none,no numeric text met the confidence/length threshold
_5D_1258.JPG,none,no numeric text met the confidence/length threshold
_5D_1263.JPG,none,no numeric text met the confidence/length threshold
_5D_1264.JPG,none,no numeric text met the confidence/length threshold
_5D_1267.JPG,none,no numeric text met the confidence/length threshold
_5D_1268.JPG,none,no numeric text met the confidence/length threshold
_5D_1269.JPG,none,no numeric text met the confidence/length threshold
_5D_1270.JPG,none,no numeric text met the confidence/length threshold
_5D_1272.JPG,62,
_5D_1276.JPG,none,no numeric text met the confidence/length threshold
_5D_1277.JPG,70,
_5D_1280.JPG,none,no numeric text met the confidence/length threshold
_5D_1281.JPG,none,no numeric text met the confidence/length threshold
_5D_1285.JPG,none,no numeric text met the confidence/length threshold
_5D_1287.JPG,none,no numeric text met the confidence/length threshold
_5D_1289.JPG,none,no numeric text met the confidence/length threshold
_5D_1291.JPG,none,no numeric text met the confidence/length threshold
_5D_1293.JPG,none,no numeric text met the confidence/length threshold
_5D_1295.JPG,none,no numeric text met the confidence/length threshold
_5D_1297.JPG,none,no numeric text met the confidence/length threshold
_5D_1298.JPG,none,no numeric text met the confidence/length threshold
_5D_1300.JPG,none,no numeric text met the confidence/length threshold
_5D_1302.JPG,none,no numeric text met the confidence/length threshold
_5D_1303.JPG,none,no numeric text met the confidence/length threshold
_5D_1306.JPG,none,no numeric text met the confidence/length threshold
_5D_1307.JPG,none,no numeric text met the confidence/length threshold
_5D_1310.JPG,none,no numeric text met the confidence/length threshold
_5D_1311.JPG,none,no numeric text met the confidence/length threshold
_5D_1313.JPG,26,
_5D_1315.JPG,none,no numeric text met the confidence/length threshold
_5D_1316.JPG,71,
_5D_1317.JPG,none,no numeric text met the confidence/length threshold
_5D_1319.JPG,none,no numeric text met the confidence/length threshold
_5D_1320.JPG,none,no numeric text met the confidence/length threshold
_5D_1323.JPG,0008,
_5D_1329.JPG,000,
_5D_1330.JPG,none,no numeric text met the confidence/length threshold
_5D_1332.JPG,none,no numeric text met the confidence/length threshold
_5D_1335.JPG,200;14216,
_5D_1336.JPG,70,
_5D_1338.JPG,none,no numeric text met the confidence/length threshold
_5D_1341.JPG,none,no numeric text met the confidence/length threshold
_5D_1346.JPG,7000,
_5D_1350.JPG,02,
_5D_1354.JPG,none,no numeric text met the confidence/length threshold
_5D_1356.JPG,none,no numeric text met the confidence/length threshold
